,id,forma_pago,status
3174,GWWVGBJ6,tarjeta,pagado
3175,RPQPGB6J,tarjeta,pagado
3176,QJDCGBEI,efectivo,pagado
3177,YGMNGBN6,transferencia,pendiente
3178,VKAPGBDP,efectivo,pagado
3179,NNHZGBYX,efectivo,pagado
3180,LPPLGBEO,tarjeta,pagado
3181,PCHTGBD3,transferencia,pendiente
3182,CXKBGB17,transferencia,pagado
3183,FAPIGB42,efectivo,pagado
3184,VFWVGBX0,tarjeta,pagado
3185,ESFWGBO1,tarjeta,pagado
3186,JALLGBYB,efectivo,pagado
3187,RMLJGB39,efectivo,pagado
3188,PMZFGBF6,transferencia,pagado
3189,MPARGB20,efectivo,pagado
3190,MFFBGB05,transferencia,pagado
3191,PBCGGBI2,tarjeta,pendiente
3192,UWGQGBGR,transferencia,pagado
3193,SBJFGBSC,efectivo,pagado
3194,BQATGBB2,transferencia,pendiente
3195,TIQIGB50,transferencia,pagado
3196,ICOKGBIB,transferencia,pagado
3197,JKEOGBQ4,transferencia,pagado
3198,SEDXGBH8,transferencia,pagado
3199,YCVJGB2U,efectivo,pagado
3200,BDYCGB8C,tarjeta,pagado
3201,SPBWGBSD,tarjeta,pagado
3202,GPAEGBEB,tarjeta,pagado
3203,OXUGGB2R,tarjeta,pagado
3204,YXWOGBVU,efectivo,pagado
3205,VBZNGBBF,efectivo,pagado
3206,OUVSGBTZ,efectivo,pagado
3207,UDHFGB47,tarjeta,pagado
3208,DOQHGBBX,tarjeta,pagado
3209,WIZHGB3K,efectivo,pagado
3210,RLDBGBTJ,efectivo,pendiente
3211,ZUVFGBYU,transferencia,pagado
3212,ZJXMGB21,tarjeta,pagado
3213,QARFGBJH,efectivo,pagado
3214,MKMNGBO1,tarjeta,pagado
3215,YHXHGBPA,tarjeta,pendiente
3216,PPDUGBE5,tarjeta,pagado
3217,MFSRGBU8,transferencia,pagado
3218,JDFAGBUC,transferencia,pagado
3219,JVZEGBAF,transferencia,pagado
3220,ZKIOGBJL,efectivo,pagado
3221,HUZZGBYX,transferencia,pagado
3222,FRGKGBYW,transferencia,pagado
3223,PEBQGB0N,transferencia,pagado
3224,LYCUGBMV,efectivo,pagado
3225,DYDDGBTN,efectivo,pagado
3226,IWISGB8J,efectivo,pagado
3227,SWBCGBYQ,tarjeta,pagado
3228,MUFWGBX3,efectivo,pagado
3229,UQFAGBMX,efectivo,pagado
3230,QYVEGBJ7,tarjeta,pagado
3231,EZDZGBQH,efectivo,pagado
3232,YOXDGB3R,efectivo,pagado
3233,PJJIGBPL,efectivo,pagado
3234,CPOFGB3L,tarjeta,pagado
3235,MKOKGBIP,transferencia,pendiente
3236,ZPLGGBYE,efectivo,pagado
3237,QVERGBRT,tarjeta,pagado
3238,UFZFGBIT,efectivo,pagado
3239,ATJIGB0W,transferencia,pagado
3240,LVMNGBX5,tarjeta,pagado
3241,DNNDGBV9,tarjeta,pendiente
3242,YJVFGBPV,tarjeta,pagado
3243,NREXGBN3,efectivo,pagado
3244,TNJOGBI1,transferencia,pagado
3245,JONGGBLF,efectivo,pagado
3246,XSVFGBUJ,efectivo,pagado
3247,PPPYGB01,transferencia,pagado
3248,IINEGBDG,transferencia,pagado
3249,IVZQGB4I,tarjeta,pagado
3250,IDNLGBQZ,transferencia,pagado
3251,KHVVGB1E,tarjeta,pagado
3252,MRFLGB1K,efectivo,pagado
3253,ZJHLGBEC,efectivo,pagado
3254,YRTDGBSX,efectivo,pagado
3255,JCBYGB3H,transferencia,pagado
3256,UKXGGBQ7,efectivo,pagado
3257,NHPCGBTP,transferencia,pagado
3258,LINQGBJT,tarjeta,pagado
3259,RYEYGBFN,tarjeta,pagado
3260,YRKTGB22,transferencia,pendiente
3261,WRZPGB8Y,tarjeta,pagado
3262,EKOOGBZT,efectivo,pagado
3263,TGYJGBI6,tarjeta,pagado
3264,YUEWGBYG,efectivo,pagado
3265,KZVRGBQI,transferencia,pagado
3266,DFPUGB7A,tarjeta,pagado
3267,LBGMGBMI,tarjeta,pagado
3268,NOKEGBNU,efectivo,pagado
3269,BQUGGB5S,transferencia,pendiente
3270,ZYZXGB95,efectivo,pagado
3271,SXLUGBWI,tarjeta,pagado
3272,UNDPGBJN,transferencia,pagado
3273,HBNWGBTP,efectivo,pagado
3274,OCWAGBDE,tarjeta,pagado
3275,DEVNGBC1,transferencia,pagado
3276,BTVWGBGM,transferencia,pendiente
3277,ZXBNGBTW,tarjeta,pagado
3278,UHTOGBQH,efectivo,pagado
3279,VNOBGBGK,efectivo,pagado
3280,ZAIQGBX4,tarjeta,pagado
3281,AMFKGBK6,transferencia,pagado
3282,XOYLGB1W,transferencia,pendiente
3283,QRVOGBLS,tarjeta,pagado
3284,GPARGBP8,tarjeta,pagado
3285,SNYNGBVJ,tarjeta,pagado
3286,QHQHGB7P,transferencia,pagado
3287,YYYMGBH0,transferencia,pendiente
3288,RIONGB4Z,transferencia,pagado
3289,YUGXGBAB,tarjeta,pagado
3290,ABWNGBS2,transferencia,pagado
3291,MMJNGBA2,transferencia,pagado
3292,PAFSGBXZ,efectivo,pagado
3293,WADTGB1T,tarjeta,pendiente
3294,GYQLGB9K,transferencia,pagado
3295,SYXRGBBV,tarjeta,pagado
3296,ZXLYGBT5,efectivo,pagado
3297,DUYPGBQT,tarjeta,pendiente
3298,MYRPGB72,tarjeta,pagado
3299,CMWOGB12,transferencia,pagado
3300,MXVSGBSH,tarjeta,pagado
3301,VWQAGBEQ,efectivo,pagado
3302,RBGQGB1S,efectivo,pagado
3303,BVQMGBO0,transferencia,pagado
3304,JHCAGBKW,tarjeta,pagado
3305,WOEFGBRW,efectivo,pagado
3306,QKAZGBCL,transferencia,pendiente
3307,DAHPGB2N,tarjeta,pagado
3308,CRUXGBE1,efectivo,pagado
3309,RJQYGBGP,tarjeta,pagado
3310,AWOAGB0N,tarjeta,pagado
3311,EVOEGBOA,efectivo,pagado
3312,ENREGBBL,transferencia,pagado
3313,BTSQGB1I,tarjeta,pagado
3314,YHWPGBXH,tarjeta,pagado
3315,NXOYGB8L,transferencia,pagado
3316,NHETGB7G,tarjeta,pagado
3317,MKFZGBRC,tarjeta,pagado
3318,QKHEGBPT,efectivo,pagado
3319,NVRHGBQ9,transferencia,pagado
3320,GODPGBJ6,transferencia,pagado
3321,UPDAGBAB,tarjeta,pagado
3322,YZTTGBVQ,tarjeta,pagado
3323,CMOEGBXH,transferencia,pagado
3324,NWLWGBHM,transferencia,pendiente
3325,CDYXGBOU,efectivo,pagado
3326,QTSEGB3M,tarjeta,pagado
3327,JSUFGBOA,tarjeta,pagado
3328,HFLAGB3I,efectivo,pagado
3329,ACJCGB5H,transferencia,pagado
3330,NRDHGBKR,transferencia,pagado
3331,CEBCGBNW,efectivo,pagado
3332,SRQHGBEO,tarjeta,pagado
3333,JYGKGBG1,tarjeta,pagado
3334,ZFPKGBGK,tarjeta,pagado
3335,QUXYGBFV,efectivo,pagado
3336,ANTUGBLI,efectivo,pagado
3337,NOCFGBYV,tarjeta,pagado
3338,LCSCGBO4,efectivo,pagado
3339,EZSYGBAZ,tarjeta,pagado
3340,KOOWGBOU,efectivo,pagado
3341,KTBRGBN5,transferencia,pagado
3342,MTWUGB94,tarjeta,pagado
3343,DEQXGBQD,tarjeta,pagado
3344,BVWIGBMT,efectivo,pagado
3345,TPVBGB6G,tarjeta,pagado
3346,ZKLUGB6R,tarjeta,pagado
3347,XNWLGBWD,efectivo,pagado
3348,JYYRGBVA,efectivo,pagado
3349,SCFOGBIQ,efectivo,pagado
3350,LCJVGB6T,tarjeta,pagado
3351,CRCCGBAR,tarjeta,pagado
3352,QWRDGBFL,transferencia,pagado
3353,YBIMGB3R,efectivo,pagado
3354,FHYUGBAP,tarjeta,pagado
3355,XHKAGBX1,efectivo,pendiente
3356,ACCTGBDJ,tarjeta,pagado
3357,PHGZGB2Q,tarjeta,pagado
3358,EUQZGB3G,transferencia,pagado
3359,JCLMGBJ0,tarjeta,pagado
3360,GSPOGB8W,tarjeta,pagado
3361,LPHYGBAV,tarjeta,pagado
3362,OYUWGB2N,transferencia,pagado
3363,WMMHGBFR,transferencia,pagado
3364,MVFDGBYN,transferencia,pagado
3365,ORFUGB8R,tarjeta,pagado
3366,JXKJGB4S,efectivo,pagado
3367,VWIUGBTR,efectivo,pagado
3368,OIRHGB3E,tarjeta,pagado
3369,LNIAGBOK,tarjeta,pagado
3370,RQMFGB1R,transferencia,pagado
3371,NKAMGB9T,tarjeta,pagado
3372,ZOJKGBRQ,efectivo,pagado
3373,RCIHGBM5,transferencia,pagado
3374,KWGZGB3Q,efectivo,pagado
3375,MUNBGBQH,efectivo,pagado
3376,LSGDGBSY,tarjeta,pagado
3377,HWDJGBES,efectivo,pagado
3378,RNTLGBIB,efectivo,pagado
3379,OKYJGBAI,efectivo,pagado
3380,ZJRFGBST,transferencia,pagado
3381,JGNHGBZD,tarjeta,pagado
3382,BOQXGB9K,efectivo,pagado
3383,MTHPGB2O,transferencia,pagado
3384,URVGGBTU,transferencia,pendiente
3385,NTLOGBBD,efectivo,pagado
3386,PEFZGB08,tarjeta,pendiente
3387,IMNLGBC8,efectivo,pagado
3388,KFWOGBS7,efectivo,pagado
3389,JFKSGBRT,efectivo,pagado
3390,POTTGBF9,transferencia,pagado
3391,VECYGB2U,transferencia,pagado
3392,WCRKGBNM,tarjeta,pagado
3393,NMPLGBZO,efectivo,pagado
3394,QMDXGBZK,tarjeta,pagado
3395,WCKQGBRW,transferencia,pagado
3396,SHYUGBYA,efectivo,pagado
3397,ORLZGBKG,efectivo,pagado
3398,YJAQGBL1,tarjeta,pagado
3399,UVCRGBWQ,efectivo,pagado
3400,ULEGGBFT,transferencia,pagado
3401,YHCCGBMU,transferencia,pagado
3402,DUCYGBNR,transferencia,pagado
3403,SYHZGBPE,tarjeta,pagado
3404,LXVKGB9H,efectivo,pagado
3405,UEBMGBC9,efectivo,pagado
3406,FYCWGB41,tarjeta,pagado
3407,DWKXGB1S,transferencia,pagado
3408,JZRWGBAS,transferencia,pagado
3409,HGJKGBTD,tarjeta,pagado
3410,NMEAGBYD,efectivo,pagado
3411,KJUCGB5M,efectivo,pagado
3412,AAMFGBK3,transferencia,pagado
3413,ZIRGGBCP,tarjeta,pendiente
3414,GMMGGB1U,tarjeta,pagado
3415,NNYDGBT9,efectivo,pagado
3416,OYGQGBBF,transferencia,pagado
3417,CMSYGBIB,efectivo,pendiente
3418,VUAUGB31,tarjeta,pagado
3419,VVYOGBN7,tarjeta,pagado
3420,CWOJGBIJ,tarjeta,pagado
3421,WRNXGB4Y,tarjeta,pagado
3422,HUPZGBJ0,tarjeta,pagado
3423,OJPSGBXZ,efectivo,pagado
3424,BRORGBMS,efectivo,pagado
3425,ZRIFGBUE,transferencia,pagado
3426,VYIIGB1N,efectivo,pagado
3427,ZJPJGBSF,transferencia,pagado
3428,HOKGGB7C,transferencia,pagado
3429,AKSGGBYG,transferencia,pagado
3430,OAIFGBEI,efectivo,pagado
3431,BPOSGBTJ,tarjeta,pagado
3432,CAVCGB92,efectivo,pagado
3433,XVQNGB3X,transferencia,pendiente
3434,CVNVGBHF,transferencia,pagado
3435,WKXAGBNF,transferencia,pendiente
3436,WJLDGBO1,transferencia,pagado
3437,HIKLGBKJ,transferencia,pagado
3438,UCDXGB8X,efectivo,pagado
3439,XMZEGBIV,tarjeta,pagado
3440,UZIQGBBN,transferencia,pagado
3441,TTTGGBMX,tarjeta,pagado
3442,VIVRGB5G,efectivo,pagado
3443,CYNRGBJU,tarjeta,pendiente
3444,NDBPGBL6,efectivo,pagado
3445,JPRFGBU9,tarjeta,pagado
3446,WUEMGB7E,efectivo,pagado
3447,ROFCGBB2,efectivo,pagado
3448,DNFLGB5N,tarjeta,pagado
3449,CBPDGBZ6,efectivo,pagado
3450,CKDUGBLA,tarjeta,pagado
3451,RFACGB2O,tarjeta,pagado
3452,UYRLGBN9,tarjeta,pendiente
3453,RLVSGB65,efectivo,pagado
3454,COCYGBZB,tarjeta,pagado
3455,AFTMGBM3,tarjeta,pendiente
3456,FUVCGBM0,efectivo,pagado
3457,QCQKGB0M,efectivo,pagado
3458,RVNIGB40,transferencia,pagado
3459,ONTZGBBG,tarjeta,pendiente
3460,JWJMGBIP,efectivo,pagado
3461,TBJUGBG4,transferencia,pendiente
3462,KTYAGBJO,efectivo,pagado
3463,IBYIGBBN,tarjeta,pagado
3464,LBQZGB4Y,efectivo,pendiente
3465,UBSOGBC1,tarjeta,pagado
3466,ZRORGBZT,tarjeta,pagado
3467,UQIHGBYF,tarjeta,pagado
3468,QKZUGBQO,efectivo,pagado
3469,LAWFGB6Q,efectivo,pagado
3470,ESWHGBD2,efectivo,pagado
3471,UXULGBHM,transferencia,pagado
3472,MHXVGB3Q,tarjeta,pendiente
3473,FKDRGB6E,tarjeta,pagado
3474,MXLJGB9P,tarjeta,pagado
3475,KDCAGBJP,tarjeta,pagado
3476,EUGHGBMT,efectivo,pagado
3477,AYWZGBWW,tarjeta,pagado
3478,QJXRGBKM,transferencia,pagado
3479,VYRQGB0P,transferencia,pagado
3480,RPIHGBCI,tarjeta,pagado
3481,NNTTGBD6,transferencia,pagado
3482,HYRBGBB0,efectivo,pagado
3483,KRCMGBNT,transferencia,pendiente
3484,YCFUGB9T,tarjeta,pagado
3485,ZQBFGBVB,transferencia,pagado
3486,LXIRGB3I,efectivo,pagado
3487,WJBBGBPV,efectivo,pagado
3488,EVYTGBG0,transferencia,pagado
3489,TXBQGBHQ,efectivo,pagado
3490,JEOAGBU4,tarjeta,pagado
3491,AKYFGB1F,tarjeta,pagado
3492,EDBNGB2F,efectivo,pagado
3493,HTWTGBIV,tarjeta,pagado
3494,RUCYGBD6,transferencia,pagado
3495,VFYDGB86,transferencia,pagado
3496,HOWTGBRZ,efectivo,pagado
3497,NJPBGBIA,efectivo,pagado
3498,YONYGBCQ,transferencia,pagado
3499,VSJRGB68,transferencia,pagado
3500,WLUEGBLE,tarjeta,pagado
3501,CBTDGBEG,transferencia,pagado
3502,SFVGGBKA,tarjeta,pagado
3503,CFIPGB20,efectivo,pagado
3504,RMMTGB4J,efectivo,pagado
3505,VPDHGBMH,efectivo,pagado
3506,FYOWGB8S,transferencia,pendiente
3507,PTZUGBUD,efectivo,pagado
3508,XNQTGBWX,transferencia,pagado
3509,TAYDGB4K,tarjeta,pagado
3510,XBOHGBHX,tarjeta,pagado
3511,VSPSGBC0,tarjeta,pagado
3512,ZASAGBOK,tarjeta,pagado
3513,JHNCGB9B,transferencia,pagado
3514,AMZOGB9F,tarjeta,pendiente
3515,FMILGB9X,transferencia,pagado
3516,TTUDGBTC,transferencia,pagado
3517,JKBLGB3Q,tarjeta,pagado
3518,EUMXGB68,tarjeta,pagado
3519,KFVJGB9X,efectivo,pagado
3520,SZGXGBIE,efectivo,pagado
3521,NNWIGBLC,tarjeta,pagado
3522,JAKUGB9G,transferencia,pagado
3523,OZHTGBNO,tarjeta,pagado
3524,LLPQGB7O,efectivo,pendiente
3525,PTLIGBRF,efectivo,pagado
3526,PLVWGB3N,tarjeta,pagado
3527,FGLCGBQP,efectivo,pagado
3528,EEFQGBFH,efectivo,pagado
3529,FKJUGB93,transferencia,pendiente
3530,RFLEGBE4,tarjeta,pagado
3531,EFQXGBGK,efectivo,pagado
3532,YGHDGBGV,tarjeta,pagado
3533,SHRUGBTP,transferencia,pagado
3534,FBJIGB26,transferencia,pagado
3535,VKNFGB8D,efectivo,pagado
3536,ZJPDGBJL,tarjeta,pagado
3537,QERNGBX8,transferencia,pagado
3538,WMXOGBOJ,transferencia,pendiente
3539,BDMTGBQC,transferencia,pagado
3540,NSZRGB3T,efectivo,pagado
3541,XHYTGBFO,transferencia,pagado
3542,PQRYGBIO,tarjeta,pagado
3543,GMROGBBW,transferencia,pagado
3544,USALGBXS,transferencia,pagado
3545,ZHCLGBTY,tarjeta,pagado
3546,ATEGGBU1,efectivo,pagado
3547,UEOWGBF3,efectivo,pagado
3548,BWWCGB68,tarjeta,pagado
3549,NKFLGBCJ,efectivo,pagado
3550,GUWNGBDV,tarjeta,pagado
3551,JFBTGBK2,efectivo,pagado
3552,JEIHGBZ0,transferencia,pagado
3553,WNKJGB6M,transferencia,pagado
3554,OKVVGB0E,tarjeta,pagado
3555,HCAZGBIC,efectivo,pagado
3556,NUCWGBIL,efectivo,pendiente
3557,RNLGGB6Z,efectivo,pagado
3558,ILCEGBE9,tarjeta,pagado
3559,AQAOGBX6,transferencia,pagado
3560,GURSGBSW,tarjeta,pagado
3561,GCWJGBT1,tarjeta,pagado
3562,IBOIGB8W,efectivo,pagado
3563,QBUGGBEF,transferencia,pagado
3564,QYFLGBW4,tarjeta,pagado
3565,ABOMGB43,tarjeta,pagado
3566,BBMNGB99,efectivo,pagado
3567,ODQAGB6M,efectivo,pendiente
3568,MGZKGBQU,transferencia,pagado
3569,RIKKGBXP,transferencia,pagado
3570,RQQRGBFW,transferencia,pagado
3571,GUDHGBPD,transferencia,pagado
3572,ZGBIGBU7,tarjeta,pagado
3573,WPPPGBHZ,efectivo,pagado
3574,DUVDGB5J,tarjeta,pagado
3575,RKBTGBWO,tarjeta,pagado
3576,GHUAGBS4,tarjeta,pagado
3577,SXLEGBR7,transferencia,pagado
3578,UVPGGB5S,tarjeta,pagado
3579,STPZGB5C,efectivo,pagado
3580,QMDWGBSA,efectivo,pagado
3581,WHFCGB9L,transferencia,pagado
3582,YVQOGBOO,tarjeta,pagado
3583,LUJCGBXI,tarjeta,pagado
3584,ECTHGBS5,tarjeta,pagado
3585,ANCDGBW9,transferencia,pagado
3586,PCHUGBPG,efectivo,pagado
3587,UYHIGB4M,transferencia,pagado
3588,TOMOGBBN,transferencia,pagado
3589,GJBPGBHU,transferencia,pagado
3590,BZPUGB9R,efectivo,pagado
3591,NLGJGBWW,transferencia,pendiente
3592,DJVYGBYS,transferencia,pagado
3593,QSUVGBBQ,efectivo,pagado
3594,GONLGBO3,tarjeta,pagado
3595,XBFHGBVH,transferencia,pagado
3596,SAYUGBS5,efectivo,pendiente
3597,CCQKGBEW,tarjeta,pagado
3598,SYZIGB9V,efectivo,pagado
3599,NCVLGB0H,efectivo,pendiente
3600,LKCLGBR8,transferencia,pagado
3601,BWIVGB00,tarjeta,pagado
3602,BBRQGB0N,tarjeta,pagado
3603,ZHGYGB98,transferencia,pagado
3604,TOSWGB0S,efectivo,pagado
3605,ZXZUGBH6,efectivo,pagado
3606,BVMBGBY1,transferencia,pagado
3607,SBAQGB9B,transferencia,pagado
3608,GQSJGBPN,tarjeta,pagado
3609,DCNQGBY7,transferencia,pagado
3610,QPHAGB5O,tarjeta,pagado
3611,KLGOGBED,efectivo,pendiente
3612,LOXKGB2G,efectivo,pagado
3613,VKYUGBES,efectivo,pendiente
3614,STOVGBQ0,efectivo,pagado
3615,YAWIGB0F,transferencia,pagado
3616,ZZCAGB2C,transferencia,pagado
3617,NRQBGBE2,transferencia,pendiente
3618,WWESGBWW,efectivo,pagado
3619,CASPGB3X,transferencia,pagado
3620,QLMJGBZ0,efectivo,pagado
3621,DZLIGBE8,transferencia,pagado
3622,FBIHGBGU,transferencia,pagado
3623,BWZNGBGS,transferencia,pagado
3624,KOVSGB4W,transferencia,pagado
3625,PUDPGBCR,tarjeta,pagado
3626,NRGGGB23,efectivo,pagado
3627,PREDGB1C,efectivo,pagado
3628,KUQGGBVP,efectivo,pagado
3629,BHPCGBAP,transferencia,pagado
3630,ZTSMGBMR,tarjeta,pagado
3631,EUDWGBII,efectivo,pagado
3632,UTQJGBW8,efectivo,pagado
3633,RCRDGBCQ,transferencia,pendiente
3634,HGRJGBBL,tarjeta,pagado
3635,PWPDGB1B,transferencia,pagado
3636,FATVGBNV,efectivo,pagado
3637,OISZGBUP,transferencia,pagado
3638,GNYIGBX3,efectivo,pagado
3639,FVDGGB8D,tarjeta,pagado
3640,QYZFGBIC,tarjeta,pagado
3641,OJSDGBIA,tarjeta,pagado
3642,TIAVGB0I,transferencia,pagado
3643,GWCFGBVG,efectivo,pagado
3644,WRTVGBDC,efectivo,pagado
3645,UHMIGBND,efectivo,pagado
3646,HBIJGBAM,transferencia,pagado
3647,JJOWGB3X,tarjeta,pagado
3648,FNNFGBG9,tarjeta,pagado
3649,CNSDGBTB,transferencia,pendiente
3650,GRGPGBR1,tarjeta,pagado
3651,KWSFGBD3,tarjeta,pagado
3652,IVXDGBFZ,tarjeta,pagado
3653,CRCLGBTB,tarjeta,pagado
3654,OUDUGBAN,tarjeta,pagado
3655,HWSXGBBV,tarjeta,pendiente
3656,PFPNGB97,transferencia,pagado
3657,LLHCGB34,transferencia,pendiente
3658,OYOUGBNI,tarjeta,pagado
3659,QMLDGBPV,transferencia,pagado
3660,FZCHGB0D,tarjeta,pagado
3661,IZAPGB14,tarjeta,pagado
3662,GUYQGBZC,tarjeta,pagado
3663,XLBVGBQK,efectivo,pagado
3664,BXEXGB3K,efectivo,pendiente
3665,UNXDGBEH,efectivo,pagado
3666,VYNZGB4Z,tarjeta,pagado
3667,KJYAGBO2,tarjeta,pagado
3668,GIMOGB63,tarjeta,pagado
3669,DSIMGB3T,efectivo,pagado
3670,TULXGBZ5,tarjeta,pagado
3671,UEYGGBTI,transferencia,pagado
3672,KTXZGBP2,transferencia,pendiente
3673,PDHVGBYX,transferencia,pagado
3674,PLOMGBB9,efectivo,pagado
3675,POZKGBN7,transferencia,pagado
3676,VLAGGBST,efectivo,pagado
3677,UKUQGBQJ,tarjeta,pagado
3678,CZSTGBDD,efectivo,pagado
3679,SHPEGBNL,efectivo,pagado
3680,WWMKGB1V,transferencia,pagado
3681,WUWSGB3G,tarjeta,pagado
3682,ODLLGB5O,transferencia,pagado
3683,XCNAGB81,transferencia,pagado
3684,CMHOGBY0,efectivo,pagado
3685,ISQNGBAB,transferencia,pagado
3686,FUQYGBK0,tarjeta,pagado
3687,SOAYGBPX,tarjeta,pagado
3688,WZCPGB50,efectivo,pagado
3689,WMRIGBCP,transferencia,pagado
3690,PSSIGBFE,transferencia,pagado
3691,NFPMGB5W,transferencia,pagado
3692,YTQQGB3C,tarjeta,pagado
3693,LTXJGBW3,transferencia,pendiente
3694,AMHQGBT5,tarjeta,pagado
3695,UIMGGBKZ,transferencia,pagado
3696,IZKVGB43,transferencia,pagado
3697,UIYKGB3P,tarjeta,pagado
3698,QTJRGB6V,efectivo,pagado
3699,SQFGGB2P,transferencia,pagado
3700,AGJBGBW9,efectivo,pagado
3701,BRSTGBVU,tarjeta,pendiente
3702,XIYYGBWC,efectivo,pagado
3703,FGMJGBU7,efectivo,pendiente
3704,NPDBGBYV,transferencia,pendiente
3705,BSKYGBHX,tarjeta,pagado
3706,ABUHGB68,tarjeta,pagado
3707,JEKZGB04,efectivo,pagado
3708,XAGCGBNV,efectivo,pagado
3709,ZIEXGBSV,transferencia,pagado
3710,ZUJDGBUP,transferencia,pagado
3711,DIDWGBLM,efectivo,pagado
3712,RLIZGBHO,tarjeta,pagado
3713,KDFDGBR0,tarjeta,pagado
3714,VFLLGBUT,transferencia,pagado
3715,SXOYGBSE,efectivo,pagado
3716,XNIRGBFB,tarjeta,pagado
3717,VVFQGBMS,transferencia,pagado
3718,KSVCGBZO,efectivo,pagado
3719,KLHHGB7Z,efectivo,pagado
3720,DLBZGB94,efectivo,pagado
3721,ZLGYGBOB,tarjeta,pagado
3722,SCZUGBYJ,efectivo,pagado
3723,DOYIGB9L,tarjeta,pagado
3724,DLIVGBLH,tarjeta,pagado
3725,KSYQGBNE,transferencia,pagado
3726,NQWVGBI4,tarjeta,pagado
3727,GMONGBBB,transferencia,pagado
3728,CFQKGB5F,tarjeta,pagado
3729,SWWGGBAO,efectivo,pagado
3730,JYDKGBHY,transferencia,pagado
3731,YIKRGB9F,transferencia,pendiente
3732,WINNGBP1,tarjeta,pagado
3733,NRMXGBDE,tarjeta,pagado
3734,RZNMGB1F,transferencia,pagado
3735,CCBBGBEO,tarjeta,pagado
3736,TXPAGBUS,efectivo,pagado
3737,KIJEGBQ0,tarjeta,pagado
3738,EDYXGBQX,tarjeta,pagado
3739,UZPBGBS0,transferencia,pagado
3740,YMRBGBFC,efectivo,pagado
3741,YSEQGB1G,tarjeta,pagado
3742,VUDFGBGR,tarjeta,pagado
3743,CTCRGBQS,efectivo,pendiente
3744,GKBYGB3O,transferencia,pagado
3745,TKNMGBXD,transferencia,pagado
3746,ARIDGBU0,efectivo,pendiente
3747,KKJKGBJP,tarjeta,pagado
3748,KSNBGB62,efectivo,pagado
3749,UHLOGBB3,tarjeta,pagado
3750,CHRPGBBB,transferencia,pagado
3751,FSQSGBEV,transferencia,pagado
3752,XWPHGBNW,transferencia,pagado
3753,RMFMGBE3,transferencia,pagado
3754,PPUJGBD0,tarjeta,pagado
3755,QVGKGBZB,efectivo,pagado
3756,THPAGBV0,tarjeta,pagado
3757,RUEUGBCC,transferencia,pagado
3758,XSIWGBZR,efectivo,pagado
3759,MKCJGB3I,tarjeta,pagado
3760,MTJNGB6A,tarjeta,pagado
3761,PGNWGBYD,tarjeta,pagado
3762,MMNHGBPS,efectivo,pagado
3763,OKYPGBYS,efectivo,pagado
3764,MHXMGBMD,tarjeta,pagado
3765,TRUMGB8Q,transferencia,pendiente
3766,ASDGGB28,tarjeta,pagado
3767,YCCZGBNJ,transferencia,pagado
3768,QANUGBXE,efectivo,pendiente
3769,YFAMGBXT,transferencia,pagado
3770,SOMJGBE8,transferencia,pagado
3771,NXJRGBV3,tarjeta,pagado
3772,ZZGUGB1F,transferencia,pagado
3773,HELZGBU1,tarjeta,pagado
3774,SYBQGBV8,tarjeta,pagado
3775,AIKOGB12,tarjeta,pagado
3776,AGOCGBUD,efectivo,pagado
3777,SDVGGB6R,efectivo,pagado
3778,WFRYGBVP,transferencia,pagado
3779,MGTZGB2A,transferencia,pagado
3780,BIGBGBYU,efectivo,pagado
3781,JGKOGB6U,tarjeta,pagado
3782,SSZGGBVM,efectivo,pagado
3783,BUSTGBJ6,tarjeta,pagado
3784,XUCYGBEZ,tarjeta,pendiente
3785,GMXXGBOX,efectivo,pagado
3786,PYQUGBVE,efectivo,pagado
3787,DNCRGBJZ,tarjeta,pagado
3788,SDSLGBRH,efectivo,pendiente
3789,SPUUGBIJ,efectivo,pagado
3790,AWQHGBZE,transferencia,pagado
3791,BRIOGB2N,efectivo,pagado
3792,YUWRGBL4,efectivo,pagado
3793,PGIIGB00,tarjeta,pagado
3794,PBXVGBXK,transferencia,pagado
3795,TGWZGB9P,transferencia,pagado
3796,MLZXGBBN,transferencia,pagado
3797,ZMUDGBIK,efectivo,pagado
3798,UVGIGBPE,transferencia,pagado
3799,QTZLGB0K,transferencia,pagado
3800,PBNTGB6H,tarjeta,pagado
3801,KJIKGBNA,efectivo,pagado
3802,HUFHGBAT,efectivo,pagado
3803,DFGEGBXB,efectivo,pagado
3804,NANBGBBI,transferencia,pagado
3805,MOBVGBN3,efectivo,pagado
3806,ARURGBR7,tarjeta,pagado
3807,APFQGBMB,efectivo,pagado
3808,XLYPGB06,tarjeta,pagado
3809,OTRTGBD1,tarjeta,pagado
3810,HECCGBB9,efectivo,pagado
3811,JKMNGBDA,tarjeta,pagado
3812,BLBQGB3V,efectivo,pagado
3813,KJEVGBJQ,tarjeta,pendiente
3814,HKCGGBF8,transferencia,pagado
3815,HRZDGBM8,transferencia,pagado
3816,PDCAGBSL,transferencia,pagado
3817,SIGMGBJM,transferencia,pagado
3818,NFRJGBIJ,efectivo,pagado
3819,VMELGBGA,tarjeta,pagado
3820,PKZDGB0Y,efectivo,pagado
3821,FTPUGBWL,efectivo,pagado
3822,JQHWGBW4,efectivo,pagado
3823,YLXYGBGY,tarjeta,pendiente
3824,MWTZGBPS,efectivo,pagado
3825,KGDSGBL9,efectivo,pagado
